Customer Review,Sentiment,Emotion
nggak recomended saya sdh tes wtnya katany jarak 1km ini 100 meter saja sdh gangguan,0,4
1 ga bisa nyala 1 mati2 suaranya,0,1
seller 2x masalah dalam pengiriman barang pertama saya beli 3 macam barang yg di kirim cuman 1 macam kedua barang yg kurang sudah dikirim tetapi tidak seusai pesanan saya alhasil cuman 2 barang yg saya pesan yg nyampe ngasih resi jg tidak sesuai di pengajuan komplain admin slow respon official store ga menjamin deh,0,1
barang tdk bs di pake ring tune jg g bunyikecewa,0,1
barang tdk bisa dipakai suara tdk keluar  sangat mengecewakan,0,1
mic speakernya rusak suaranya terlampau kecil banget nyaris gak bisa dengar hmm not worth it gak di cek dulu sebelum kirim,0,2
ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna,0,1
penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim jd kecewa bngt ndak recomended sm penjual kyk gini saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan agar pelanggan merasa puas dan senang dengan pelayanan,0,4
sy pernah usaha jd sy tdk mau menjelekan usaha org sya toleransi klo pertama beli colokan rusak sy anggap kurir tpi transaksi ke2 ini lampu 2dari 3 hanya nyala setengah bagaimana admin jualan tidak cek dulu sebelum pac d kirim jujur saya kecewa saya beli barang mungkin murah tapi bukan yg rusak donk cukup terakhir kali belanja di toko ini ,0,2
packing jelek brg dtng kotaknya penyot2pesan 8 bh rusak 2 bh,0,2
respon pengiriman sangat lambatstatus sengaja dirubah ke pengiriman agar tidak ada batas waktu batal otomatis tapi barang tidak dikirimkirim status berubah jadi pengiriman sampai resi keluar 3 hari baru kurir berhasil pickup barang payah,0,2
barang ga bisa dipake lampunya ga nyala dan sensornya rusak,0,2
bagian magnet perekat tidak melekat dengan sempurna jadinya ketika ditempel dengan lampunya jatuh cukup kecewa karena bagian magnet dengan wadahnya ga melekat kuat jdnya buat rusak lampu kalau jatuh kelantai,0,1
tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto saya beli 2 tetapi lampu mati satu dan tidak lengkap,0,4
barang ada yg tidak dikirim penjual janji akan dikirim pada saat sy order berikutnya tetapi sampai order ke2 dateng tidak disertakan juga kekurangan barangnya penipu sellernya,0,2
barang yg dikirim tidak dicoba terlebih dulu sehingga ada 1 pcs yg tidak berfungsimau diretur ongkir nya lebih mahal dr harga barangjadi kecewa,0,1
barang gak berfungsi kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian packing juga tidak bagus jadi bungkusnya ada yg pecah,0,1
harga murah tapi fisik yang di terima gaa sesuai harapan lampu di gagang gaa berfungsi zoom besar kecil gaa berfungsi lebih parah lagi saya udah kasih waktu 3 jam untuk jawab keluhan saya via chat tapi seller slowslow aja padahal online utamain kepuasan pelanggan jangan hanya nyari keuntungan semata gaa bakal berkah,0,4
jelek silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu kualitas lamounya juga tidak sebaik yg saya bayangkan jauh dibawah kualitasnya philips,0,2
barang sangat jelek tidak fungsi klaim tetap rusak mendingan jangan beli,0,2
barangnya ada yg sobek diujung nya jadi macet ketika dinyalakan,0,1
lampu sudah di charge ga bisa menyala sama sekali padahal baru belisaya kecewa sekalipenjual no respon,0,2
di keterangannya kuat 8 jameh baru aja 1 jam juga belum udah redup para,0,1
untuk sekelas official store ini paling kacau sih packingnya bener2 cuma plastik item tipis kualitas trash bag dilakban asalasalan mending kalau ada tambah opsi bubble wrap,0,1
gada 2 jam uda redup padahal cas nya seharian sebelum pemakaian pertama,0,1
gak rekomendasi untuk beli disini ada masalah tapi seller ga jawab pesan tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab tapi sampai pesanan otomatis selesai belum juga ada balasan buat pelajaran aja buat yang lain beli barang kaya gacha kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker,0,4
lampu nya nyala tapi bentar aja tahan nya habis itu mati terus di colon lagi hidup trus bentar aja mati ngak tau salahnya dimana,0,1
barang rusak ga bisa nyala sama sekali sebaiknya di coba dulu sebelum dikirim,0,2
1 lampu rusak tidak bisa hidup dr awal 1 lampu lg mati dan tdk bisa hidup setelah dipakai sehari,0,4
ada 2 aksesoris yang ga adasama 1 yang rusakkan harus nya ada 18 pcsin cuma 16 pcslain kali tolong d check dlu ya,0,4
di minta warna dusty sma abu abu di kirim abu abu ama pink,0,1
pengiriman lama jam ok semoga awet,0,2
klo mau kirim barang sebaiknya di cek dulu gan saya beli 2 yg satu mati untuk saya harga segitu lumayan,0,1
box nya gak di rakit,0,1
tdk sesuai pesanan,0,4
hatihati kalo beli barang di toko ini deskripsi penjual dan real barang datangnya harus jelas di lihat bacain aja tiap ada pembeli bintang 1 komentar di produknya respon penjual gimana chat penjual ga mencerminkan seseorang yang baik,0,4
barang yang dikirim tidak sesuai walaupun tidak ada seharusnya 2 warna jangan satu warna,0,4
beli 6 pieces dgn catatan 6 warna yg berbeda tapi datang dgn warna yg sama kesemuanya,0,1
tidak sesuai dengan yg dipesan harusnya hitam 1 merah 1 pengiriman lama,0,4
minta pink sama merah d kirim merah semua untung anaknya mauseller arogan jualnya memaksa saya mau warna yg sesuai  kapok deh gak lagi lagi,0,1
kameranya jelek banget di deskripsi katanya bisa walkie talkie ternyata ga bs response penjual sangat lambat ga dapet sim card malah di ganti kaos kaki,0,2
semua mengecewakan,0,1
sudah 3 kali ganti kartu sinyalnya tidak ada terus sekali sinyal ada ngak bisa telp dan menerima telp,0,1
jam tangan nya rusak ga bisa dipakai sampai rumah anak sy menangis dan kecewa,0,1
celananya kekecilan sayang amet,0,1
celanany ga masuk k kaki anak sayapadahal pesannya udh d naikan 1 ukuran,0,1
barang tidak sesuai no ya besar tp nyatanya kecil,0,4
bahanny ga enak,0,1
bahan panas ga menyerap keringat motif printan nya agak buram,0,1
beli warna ungu kenapa warnanya jelek ya ungu pudar,0,2
ini bukan kaos kaki tidak ada tumitnya sekali pakai langsung melar,0,1
tidak sesuai dengan apa yang dibayangkan,0,4
sandalnya licin anak berkalikali kepleset ketika jalan pakai sandal ini bawahnya licin sekali,0,1
tidak sesuai ekspektasi sayabahan tipiscuma modelnya yg bagus,0,4
bahan tipis kualitas buruk,0,2
tak seindah yg dibayangkan,0,1
tipis bagian dalam kurang rapi untuk harga segitu jadi mahal krn ga awet,0,1
maaf ya kak kasih bintang 3 soalnya bagian dalam tas sobek terus reseletingnya dol susah dibuka tutup lain kali tolong cek dulu ,0,1
barangnya ga rapihterutama jahitannya dan masih ada benang yg ga beraturan,0,1
barang sudah sampai tapi tidak sesuai sample,0,4
pake seminggu udh rusak bahannya ada sambungan yang brudul ga bisa dijahit ulang  waktu dtg masih rapi kecewa,0,1
tas nya kurang bagus  how how,0,1
harga  kualitas terlalu jauh harga tinggi vs kualitas rendah,0,1
psan warna pink yg di kirim warna biru bikin ank sya nangis gk maw pakek,0,1
kecewa jahitanya gak rapih trus itu peganganya amburadul,0,1
tas nya nggk bagus bahan  sablonan nyamaklum lah murahan,0,1
yang di pesan merah yg datang biru parah,0,1
produk sgt biasajauh bgt bedanya sm foto dgn realnyapknya resleting biasa bahan kasar,0,4
barang tidak sesuai gambar,0,4
slow respon kecewa berat sampe 1jam batal otomatis karna ga diproses,0,1
kartu tidak terdeteksi jadi jam gk cocok sudah coba2 cari di yutube tutorial tetap gk bisa akhirnya nyesel deh beli ,0,4
barang tidak sesuai dgn pesanan pesanan imo z7 yg di kirim merk huangmi ,0,1
jam nya mati tidak bisa di hidup kansudah di tekan tombol onoff komplain tidak ada respontolong jgn jual jam matirusak atau di cek dahulu sebelum di kirim,0,1
ternyata tidak sesuai tidak dpat dipakai,0,4
ga tahan lama12 mgg setelah beli sudah rusak,0,1
barang lama dkirimnyabeli 2 tp 1nya rusak,0,2
jamnya susah sinyal mau pake kartu apapun tetap lemah sinyal jelek bgttt udh d komplain gada penyelesaian yg memuaskan,0,2
mengecewakan sama sekali tidak bisa digunaka,0,1
yg dipesan  yg dtg barangnya beda ga ada konfirmasi mau retur juga mahal di ongkos sudah lah,0,4
sayang banget dicuci pake mesin cuci langsung hancur,0,1
ternyata sablonnya tidak sesuai dengan gambar huhu,0,1
sablonan kurang bagus pas di cuci ancur sablonannya,0,1
begitu di cuci sablonan lepas,0,1
sablonan tidak bagusklo dicuci nempel,0,1
bahannya tipis bgt dipake panas sablonan juga jelek,0,2
maaf tp sablonnya bener2 ga layak,0,2
baju nya tipis model celana nya juga gak sama dengan di fotogak real fict mnurut sayasablon nya licin sekali cuci dijemur lengket dan lepas nyesel belanja di sini gak sesuai dgn expektasi saya,0,4
sablonnya jelek bgttttt,0,2
parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua  parah jelek kualitas nya,0,2
bahan nya tipisjahitan kurang rapi,0,1
bahannya ternyata panas dan ga nyerap keringat yah namanya ada rupa ada harga ,0,1
saya kecewa bahan nya panas warna yg di kirim juga kurang menarik,0,1
bahan agak panas dn warnanya ga cocok,0,1
celana yang datang tidak sesuai dengan gambar di gambar motif kotakkotak yang datang polosan semua,0,4
sangat mengecewakan pesen kotak2 yg dateng celana stret buat renang engga bisa di pakai engga lgi bli di toko ini,0,1
pesan 5 celana tidak sesuai dng yg dipesankecewa,0,1
barang ga sesuai sama permintaan pdhl udh chat dl an untuk memastikan pesenan motif dan adh di ok in tp alah yg dtg tdk sesuain,0,4
kecewa 01 thanakku umur 5 bln gk muat kain gk halusgk melar tipis kecewa pokoknya,0,1
yg dateng gambarnya ga sesuai,0,4
kecil sekali sama ukuran singlet anak saya pas newborn masih gedean singlet newborn anak saya padahal di leterangan size nya 01 th sayang banget padahal lucu,0,1
bahan ny sih bagus cm sayang pesen nya 2 datang ny 1 d chat ke seller ny jg d d baca boroboro ada penjelasan seller g asiiiik g bs d ajak komunikasi,0,1
barang tidak sesuai dengan foto,0,4
tak seperti diiklan,0,1
kirim celananya ga sesuai ukuran,0,1
psen yg mix dikirimnya warna orange,0,1
patah kaitannya gak bsa dipake deh,0,1
pelayanan amat sangan gak oke,0,2
barang okelah standard yg bikin males tokonya slow respooonn padahal sering online chat gak dibalas 23 hr baru dikirim,0,1
beli 14 buah warna pink dikirimnya ungu tidak ada konfirmasi sebelumnya dan ketika saya ty di dm pun tidak dibalas ada gantungan masker yg putus juga  tapi seller sama sekali tidak membalas dm saya ketika ditanya mengenai ini,0,1
udh bertahun2 belanja di tokped ga pernah ketemu seller model gini di chat dr awal sama sekali ga bales ampe nyanyi 2 album saya di chat wakaka mesen hari kamis jam 11 sampenya selasa malem butuh urgent bgt pdhl kapok dah bener2 worst seller,0,2
pengiriman lama sekali diconfirm tdk dibalas pdhal online negative service,0,2
ada pilihan mix warna yg dikirim warna biru padahal utk anak perempuankecewagk mau beli lagi dsini,0,4
warna pinknya tdk sesuai,0,4
tidak sama dgn gambar,0,4
tidak sesuai gambar dan kecil,0,4
kurang sesuai dengan deskripsi yg katanya muat untuk 713 tahun anak 10 tahun aja kekecilan panjangnya juga bukan 78 hanya 75,0,4
barangnya gak sesuai gambar biasa aja pantes hrg murah,0,4
barang tidak sesuai dengan di foto leggingnya jg ada yg sobek,0,4
respon lamaproses lama not recomended,0,4
tipis banget ukurannya terlalu kecil tidak sesuai usia,0,1
warna tidak sesuai yaudalah drpd repot2 ngirim balik,0,4
baru d cobain langsung sobek tengahnya hahaaa maklumlah harga menentukan kualitas juga,0,1
bahan tipis gak sesuai motif garis spt fotominta pink dikirim warna merahcape dehmending fotonya diganti jgn pajang foto yg gak sesuai brg ready saya pesen 2polos1 strip 2 yg 14rb 1 yg 19rb cb dicek duludan minta warna pink,0,1
kecewa pesen 4 barang yg dikirim cuma 1 ga amanah banget semoga berkah aja deh,0,1
yg dipesan 5macam yg datang doraemon semua,0,1
barang tidak sesuai dengan pesanan,0,4
barangnya yg dikirim tidak sesuai dg pesanansaya pesan tas stitch dan pink minnie tp yg dikirim tas minion kedua duanya,0,4
tali tas nya mau putus,0,1
brg udah di terimapesan ny masing2 1 pcstapi yg dtng malah doraemon semyapadahal udah di chat sebelumnytlg sesuai orderan yjawab adminny ytapi dtngny malah lain,0,1
ternyata tipis bahannya,0,1
deskripsi warna kurang sesuai,0,4
kurang bagus bahannya,0,1
gk bisa di pakai tali krng panjang,0,1
sangat kecewa belanja di toko ini pesan 12 masker yang sampai cuma 10 tolong kalau packing barang sbelum di kirim teliti dlu dong jangan sampai mengecewakan pembeli termasuk saya ,0,1
barang g smapai hilang di kurir uang refund,0,4
pesan lain warna dikirim warna yg sama kecewa seh tp ya sdhlah,0,1
penjual tidak membaca catatan yang diberikan pembeli,0,1
minta 4 pcs dikirimnya 3 pcs dan dikemasan paket tidak ada jumlah barang yang akan dikirim,0,1
masker kurang bagus bahannya kurang nyaman dan gampang sekali kusut pesan warna putih warna talinya hitam gak cocok sama warna maskernya,0,1
barang gak sesuaiorder warna hitam polos yg dtg malah motif,0,4
jilbabya lecek dan banyak benang jahitan,0,2
bahan biasa gak seperti yg dibayangin,0,1
gasuka warnanya,0,1
brg nya blm sampe dan blm diterima tp diaplikasi uda selesai aja kan aneh,0,2
barang nya gak saya terima tibatiba saja ada nama penerima nya  kecewa banget jadi nya walaupun si grtis dari penggunaan pertama tokopedia tapi kalau begini kan jadi males buat gunain tokopedia,0,1
saya nggak terima paketnya sama sekali saya minta lacak malah no respon,0,1
bahannya ga enak,0,1
warna dusty difoto sm aslinya beda sama ada bagian atasan depan kotor seperti tinta bolpen,0,1
emang harus hati2 belanja online ya kayanya pas beli ga ada tuh foto mukena kombinasi tiba2 dikirim beda sama foto awal untung tes beli 1 sebelum beli puluhan untuk dikasih keorang cukup sekali aja beli disini semoga bisa nemu toko yg amanah,0,4
megecewakan sy hendak tukar warna mbak nya iya aja eeh dikirimnya ttp warna yg salah padahal kalau tidak bisa ditukar kan bisa sy batalkan,0,1
order emerald dikirim tosca tanpa konfirmasi ,0,1
tipiskecil,0,1
sudah beli banyak untuk kebutuhan dikirim keluar negeri ternyata tidak bisa tukar warna padahal belum 30harisesuai standard seharusnya masih bisa dilakukan refund warna pink terlalu kontras tidak sesuai pada gambar,0,1
pesan warna putih dan abu tapi yg datang warna salem dan abu kecewa karena penjual tidak konfirmasi sebelum dikirim,0,2
tolong di perhatikan bagian karet nya ini kebalik karetnya ga sm lurus jahit nya malah dkirimin brg reject ,0,1
bahan jelek panas  tipis,0,2
barang belum diterima,0,1
warna tidak sesuai dengan digambar,0,4
lubang utk muka sempit ga enak,0,1
baru terima paket siang ini beli mukena disini di iklan gak bilang klo tanpa tas saat komplain kenapa mukena kusut malah respon klo sdh dicuci dan disetrika apa masih kusut becanda nya bikin kesel nih penjual nya,0,1
tidak berfungsi dengan baiksuka mati sendiri,0,1
barang nya tipistapi y udhlah brg udh d terima,0,1
yg abu aga tebel bahannya yg hitam tipis bangt sedih,0,1
kirain bahannya katun  ternyata tipis bangeet licin dan lemas  kalau dibawa jalan kaki berisik bahannnya,0,1
paketan nya sudah 9 hari belum sampai jg penjual d hub tidak bisa,0,1
lidah kerudung kelebaran,0,1
kecewa dipikir agar panjang dikit rupanya pendek maaf saya kasih bintang 2 aja,0,1
spesifikasi barang kurang lengkap dipakai dewasa ngga bisa hanya sampai leher,0,1
padahal udah berekspektasi tinggi beli di sini karena official store nya eh tapi ternyata yg dikirim ga sesuai sama warna nya beli nya warna cream yg di kirim warna apaan kecewa bgt sih jujur karena ga konfirmasi dulu ke saya kalo mau di ganti warna nya lain kali lebih amanah ya kak jangan kirim barang yg ga sesuai warna kalo emang stock nya habis konfirmasi dulu hehehe makasih,0,1
ga sesuai warna pesanan,0,4
tdk sesuai warna pesanan,0,4
klik klaim hadiah 0 rupiah dari tokopedia tapi malah tidak di kirim sampai satu minggu padahal stok masih ada sangat jelas masih tersedia di bar ijo dicek sedang dikirim dan ada nomor resi tapi tidak valid entah yang salah di seller atau ekspedisi mengecewakan pelanggan baru yang baru gabung di tokopedia semoga kedepannya tidak terjadi lagi,0,4
warna tidak sesuai dengan keinginan padahal sdh dichat,0,4
seneng liat mukenanya dtg tp jd sedih lihat tasnya tas rusak kok dijual,0,1
penjual memaksa untuk tidak mau membatalkan pesanan maen kirim aja padahal saya sudah ajukan pembatalan silahkan nikmati uang haram,0,2
tidak suka dengan respon yg tidak bagus banget,0,2
saya beli tasbih digital berbeda warna tapi setelah saya terima barangnya tidak sesuai catatan yang saya kasih,0,4
lama nympe,0,2
cara bungkus nya hanya pakai plastik tipis saja dan dililit pakai lakban bening di buka pake tangan tidak bisa pas pake gunting sajadah ikut ke gunting karena bungkus nya tipis,0,1
order yg ke 3 kurang memuaskanpanjangnya beda ama pertama pesen padahal ukurannya l jg,0,1
pinknya tipis dan menerawang pengirimannya buruk barang baru dikirim minus beberapa jam sebelum batal otomatis padahal 4 hari setelah order penjual sudah diingatkan via dm tapi malah disuruh sabar tanpa diberi alasan dan status barang masih tetap dalam proses mungkin nunggu orderan besar biar sekalian dikirim,0,1
warna salah pesan warna hitam dapat warna putih,0,1
proses packing lambat,0,1
gak sesuai gambar depan terlalu pendek,0,4
terlalu tipis sekali untuk harga segitu seperti sehelai kain jilbab segi empat tdk sesuai ekspektasi,0,1
bahan tipis sekali,0,1
bahan terlalu tipis,0,1
baju tdk sesuai dgn gambar lebih pendekkantong kecil seperti baju anak2,0,1
jahitannya ngga rapih banyak benang2 yg belom kepotongada juga benang yang copot ,0,1
parah kecil banget padahal ukurannya l dan xl ini mah buat anak sd kaga bisa buat orang dewasa sekalipun dengan negativean kecil,0,2
beda yg dipesen sama yg datang,0,4
bajunya kok gak sesuai dg fotonya bahkan mereknya gak ada  digunting,0,4
sangat amat kecewa beli baju dewasa yg dtng ukuran anak sd  moga berkah tuh duit,0,1
jelek bgt bikin kecewa  ,0,2
jauh dari expektasi bahannya kucel,0,4
pashminanya pendek gak seperti yang ada di deskripsi,0,4
barang ga sampai sudah ke ekspedisi juga ga adaudh minta kasih ulasan sajasmoga yg nerima tuh barang berkahbesok besok ga lagi beli disini,0,4
tidak ada talinya,0,1
agak kecewa sihjilbabnya ukuran kecil bangetgak bisa dipakai untuk dewasa,0,1
not recommend gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,0,4
ada noda kuning di jilbab nyapendekkaku,0,2
maskernya agak kecil tdk sesuai harga,0,1
kecewa deh  order warna hitam  navy dikirim dua2nya warna navy alhamdulillah ga langsung beli banyak nyoba beli sedikit dulu,0,1
saya kecewa banget sihpesan maroon hijau army sama mint tapi tu semua dganti sama warna lain tanpa konfirmasi semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia,0,1
yg direquest dgn yg dikirim beda warnatanpa ada konfirmasi,0,4
warnanya tidak sesuai,0,4
pengiriman lama barang sesuai harga  tlg qc nya lebih di perbaiki ada bolong2 bks jarum di jahitannya ada garis putih di kerudung abu yg lbh keliatan,0,2
pesannya cappucino datengnya ungu tua aduuhhhh jauh bngat baru pertama kali belanja udah mengecewakan,0,1
bahannya kurang bagus biasa aja,0,1
ada 2 wrna yg salah jdi kecewa deh,0,1
saya pesan warna mustard tapi tidak sesuai,0,4
gk ada plat besinyacm ada label merk bahan,0,4
pengiriman lama udh gt gaktau deh bener atau gak admin nya wa aku blgnya warna jilbab yg ku pesan hbs trs ak udh pilih warna lain tp ujungnya yg dtg ttp aja warna yg kupilih awal knp bgtu ya kalo ada stocknya knp hrs berbelit smakin lama pengirimannya statusnya gagal trs lama bgt biasanya dari bandung gak selama ini ini krn adminnya japri di wa berbelitbelit barang diskon ya gak gini juga lah hrs sama pelayanan nya jgn bikin kecewa,0,2
kecewa berat sama pedagangwarna yg dibeli kosong dikirim tanpa konfirmasipdhl sy sudh minta d cancelsudh dikirim baru bilang warna habispdhl harga lumayan mahaldikirim warna senada 4pcsemang sy mau buat seragaman,0,1
produk tidak sesuai gambar harusnya gambar depan diganti karena jilbab ini tanpa plat dan hrusnya di deskripsi dituliskan kalau gambar didepan berbeda dgn produk supaya pembeli jg paham kalau produk yg dikirim dgn gambar depan berbeda harga lumayan mahal klo tanpa plat besinya bijaklah dlm berdagang apalagi utk merk yg sudah mulai besar dan dikenal masyarakat luas,0,4
warna yang datang beda sama asli diganti seh tp pas dateng bahannya tipissss banget nyesel deh,0,1
quality control ny tdk teliti yg kuning ada lubang ny sedikit,0,1
kecewa sih padahal beli mau buat dikasih orang tapi malah ga dapet boxnya sebelumnya pernah beli diario x nagita slavina juga tapi dapet box kirain beli pas sale di tokopedia akan dapat boxnya juga ternyata malah ga dapet,0,1
kata penjual biru muda ternyata biru tua tidak ada kemasan kotak hanya plastik biasa kain jilbab juga susah dibentuk sehingga tidak rapi tidak sesuai ekspektasi saya,0,1
salah kirim warna sy minta warna pink biru hitam  yg dikirim merah hijau hitam  lampu led tdk nyala ,0,2
pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan yg 100 tdk buny,0,1
warna tidak sesuai permintaan padahal sudah di beri note tetap saja dikirim warna random,0,1
penjual ga selektif asal kirim dapet barang yang kondisi case nya udh rusak,0,1
yg dikirim russakkkkk guys ampun dahh,0,2
produk yg dikirim tdk on alias mati produk rusak yg dikirim sbg konsumen sy dirugikan,0,1
jahitannya berantakan banget gak kenceng aku benyeng dikit udah pada copot jahitannyasedih,0,1
bawahannya ada bolong  pengen retur tapi sayang ongkirnya buat kirim balik ke tokonya jauh di tasikmalaya tolong sebelum kirim di cek dulu kualitasnya biar ga gini,0,1
bahan tipis jahitan y kasar pokok y sy k cewa,0,1
kali ini kecewa  kurang puas beli mukena dsini packing standar banyak noda kotor di bawahan mukena bagian atasan mukena bnyak benang keluar jd kurang rapih bahan seperti panas karna kasar bahany warna pinky tidak soft seperti gambar maaf pinky seperti warna taplak meja hajatan selera sih klo sya ga suka beli saat flash sale ukr sih besar cukup untuk orang bb 70kg,0,1
barang sesuai ekpektasi terimakasih,1,0
jahitannya rapi ukuran sesuai nyaman dipakai modelnya keren,1,0
kaos kakinya sesuai dengan deskripsi,1,0
mantap nyaman dipake bahan premium semoga awet dan selalu diskon harganya,1,0
packing rapi barang sesuai deskripsi mantep lah,1,0
produk yg bagus walau datang nya telat banget tapi gak kecewa lah sama produk dengan harga yg sangat murah,1,0
kainnya gk tipis standar tebal batik biasa adem  lembut variant yg dikirim penjual  sesuai,1,0
puas banget murah tapi ga murahan gradasi warnanya elegan melebihi ekspektasi saya,1,3
pas untuk ukuran kaki 46 juga bahan sesuai dengan harga dan cukup tebal,1,0
positive seller fast respon fast delivery rapih tidak cacat positive product diterima sesuai gambar serta deskripsi recommeded seller,1,3
baguss barangnya original semua lengkap dgn garansi diproses nya juga cepat thank you,1,0
harga worth it kualitas nya bagus nyaman digunakan tidak ada masalah dengan tali,1,0
awet banget ni strap nya enak juga tebel jadi ga takut putus,1,0
produk anak bangsa yang super keren banget desainnya very nice and helpful seller terima kasiiih we love it so muuuuch,1,3
diterima dengan baik dalam bungkusan yang rapi sekarang jadi strap masker favorit,1,0
modelnya keren luarnya tebal tapi dalemannya cukup tipis entah akan lama atau tidak bertahannya,1,0
tingkatkan lagi kualitas barangnyamasih banyak benang keluar namun cukup baik,1,0
sesuai deskripsipackingnya rapithanks,1,0
besar sekali ukurannya jadi nggak kepake longgar pas saya pakai,1,0
overall semua oke seller respon dan pengiriman tapi utk talinya kurang kuat baru beberapa x pake sudah putus next agar dibagusin lg ya thx,1,0
bahan halusketebalan seperti batik pada umumnya motif keren akan lebih baik lagi kalo respon chatnya lebih responsif,1,0
secara keseluruhan sudah bagus namun bagian dalam kadang suka copot copot,1,0
pengiriman agak kurang cepat tidak sesuai dengan estimasi di toko tapi barangnya ok sesuai specs dan tidak mengecewakan,1,0
barang sesuai gambar pengirimannya bisa lebih dipercepat akan lebih mantap,1,0
sweater nya lumayan hanya ada sedikit miskomunikasi tapi ya sudahlah terimakasih ya,1,0
bagus sesuai ekspetasi original pengiriman cepat cuma pada bagian tombol adjust agak masuk kedalam jadi agak susah ditekan kalau tombolnya bagus aku langsung kasih bintang 5 hehehe,1,0
produk ok sesuai ekspektasi terima kasih,1,0
jahitannya rapi bahannya lembut,1,0
barang sampai dengan selamat dompet nya keren bingkisan premium seperti dompet mahal,1,0
modelnya keren  jahitannya rapi potongannya rapi ukuran sesuai tidak kaku nyaman dipakai bahannya lembut,1,0
ukuran sesuai modelnya keren  potongannya rapi nyaman dipakai jahitannya rapi,1,0
fast respon sesuai pesanan kualitas bagus semoga makin berkah,1,0
barang sampai dengan selamat cakep juga modelnya dan tidak pernah kecewa dengan produk eiger,1,0
nyaman dipakai bahannya kuat muat banyak barang potongannya rapi jahitannya rapi ukuran sesuai resletingnya lancar bahannya ringan modelnya keren ,1,0
overall semua oke seller respon dan pengiriman tapi untuk talinya kurang kuat baru beberapa kali pake sudah putus next agar dibagusin lagi ya,1,0
alhamdulillah memuaskanwalau sempet kehabisan stok tapi gamasalah diganti sama model lain juga baguskualitasnya mantap pelayanan juga ramahmungkin respon nya aja perlu di tingkatkan lagi,1,0
sepatunya cukup bagus namun ketika sampai ternyata sepatunya agak mletot dan terlalu berat untuk ukuran sepatu lari tapi harganya sudah sesuai,1,0
bukan jam harga mahal yg didiskontapi jam yang sesuai harga beli dan kualitasnya,1,0
sudah terpasang dgn kaca sesuai ukuran yg dipesan rapi dan kaya kaca mata mahal mantab thanks too buat cairan lens cleanernya,1,0
saya puas dengan kacamatanya lagi pikir kalau pakai kaca asli ok tidak harganya memang sedikit lebih mahal dibanding yg lain tapi so far kualitas bagus ringan pula enak dipakai,1,0
respon cepat barang sesuai pesananmoga awet,1,0
seller ramah pengiriman cepat gak nyangka ternyata paketnya bagus banget dan kacamatanya memang sangat berguna buat orang yang sering pakai hp,1,0
barang sesuai deskripsi bagus murah packing dan lainnya rapi recommended bgt deh,1,3
gak nyesel beli di sini sudah harga terjangkau kualitas bagus rekomendit banget deh pokok nya buat beli disini dan juga lengkap lagi happy belanja di sini,1,3
packing nya rapi bngt pengiriman cepat kurirnya jg ramah  recommended ,1,3
tebal berkualitas  jaketnya stylish keren modelnya,1,0
ukuran fit dipakai nyaman dipakai jaketnya stylish packaging aman  proses pesanan cepat keren modelnya,1,0
barang sesuai pesanan namun utk saya pilih xl agak kegedean mungkin lebih tepatnya l,1,0
produk sesuai deskripsi sdh diterima aman tks,1,0
terima kasihbrang bagus harga murah cepet lagi cod lagisiip ,1,0
bahan bagussesuai pesananpacking rapirecommended seller,1,3
bagus bangettt bahan lumayan teball sukaa padahal murahh tapi kualitas lumayan lahhh tapiii sukaaaa,1,3
seller fast respon  barang cepat sampaipacking rapi barang sdh dicoba sesuai order nyaman dipake makasih nowway,1,0
sukaaaamakanya beli lagitotal udh punya 6 pcs suami bilang model dan bahan bagus nyaman dipakai warnanya oke2 respon penjual mengirimkan barang super cepat,1,3
jujur utk harga segini sudah melebihi ekspektasi saya nyaman dan jahitan rapi ga ada yg brodol2,1,0
jahitannya rapi ukuran sesuai bahan agak panas tp masih nyaman dipakai sesuailah dengan harganya trims ya seller,1,0
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ,1,0
harga oke dan bahannya halus  adem di pakai recommended bgt buat yg lagi cari piyama,1,3
bahan bagus kain bisa melebar dan elastis,1,0
peasanan cpt smp kemasanya rapi brangnya bagus,1,0
bahannya adem halus ukuran besar gambar sesuai ngak sempat foto,1,0
respon cepat  kemasan rapi  harga murah barang istimewa,1,0
terima kasih paketnya sudah sampai barangnya bagus banget sesuai dengan foto dan muat pakai baju ini senang banget  ramah orangnya juga ,1,0
respon cepat paket nya juga rapi dan dikirim dengan baik terima kasih ,1,0
